mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
202219,19,05/08/2022,05/14/2022,2021-2022,Influenza,4773,260,0.0544730777,123779,3327,0.03,05/10/2025,202219-Influenza
202219,19,05/08/2022,05/14/2022,2021-2022,Parainfluenza,1490,55,0.0369127517,40194,643,0.02,05/10/2025,202219-Parainfluenza
202219,19,05/08/2022,05/14/2022,2021-2022,RSV,3247,43,0.0132429935,90460,1955,0.02,05/10/2025,202219-RSV
202219,19,05/08/2022,05/14/2022,2021-2022,Rhinovirus/Enterovirus,1007,150,0.1489572989,25806,4251,0.16,05/10/2025,202219-Rhinovirus/Enterovirus
202219,19,05/08/2022,05/14/2022,2021-2022,SARS-CoV-2,11804,1442,0.122161979,302998,36711,0.12,05/10/2025,202219-SARS-CoV-2
202219,19,05/08/2022,05/14/2022,2021-2022,Seasonal Coronaviruses,1489,68,0.0456682337,39766,993,0.02,05/10/2025,202219-Seasonal Coronaviruses
202220,20,05/15/2022,05/21/2022,2021-2022,Adenovirus,984,41,0.0416666667,26790,842,0.03,05/17/2025,202220-Adenovirus
202220,20,05/15/2022,05/21/2022,2021-2022,Human Metapneumovirus,984,49,0.049796748,26820,1049,0.04,05/17/2025,202220-Human Metapneumovirus
202220,20,05/15/2022,05/21/2022,2021-2022,Influenza,4970,167,0.0336016097,128749,3494,0.03,05/17/2025,202220-Influenza
202220,20,05/15/2022,05/21/2022,2021-2022,Parainfluenza,1473,72,0.0488798371,41667,715,0.02,05/17/2025,202220-Parainfluenza
202220,20,05/15/2022,05/21/2022,2021-2022,RSV,3515,26,0.0073968706,93975,1981,0.02,05/17/2025,202220-RSV
202220,20,05/15/2022,05/21/2022,2021-2022,Rhinovirus/Enterovirus,984,183,0.1859756098,26790,4434,0.17,05/17/2025,202220-Rhinovirus/Enterovirus
202220,20,05/15/2022,05/21/2022,2021-2022,SARS-CoV-2,11947,1235,0.1033732318,314945,37946,0.12,05/17/2025,202220-SARS-CoV-2
202220,20,05/15/2022,05/21/2022,2021-2022,Seasonal Coronaviruses,1468,52,0.0354223433,41234,1045,0.03,05/17/2025,202220-Seasonal Coronaviruses
202221,21,05/22/2022,05/28/2022,2021-2022,Adenovirus,952,37,0.0388655462,27742,879,0.03,05/24/2025,202221-Adenovirus
202221,21,05/22/2022,05/28/2022,2021-2022,Human Metapneumovirus,952,45,0.0472689076,27772,1094,0.04,05/24/2025,202221-Human Metapneumovirus
202221,21,05/22/2022,05/28/2022,2021-2022,Influenza,4775,110,0.0230366492,133524,3604,0.03,05/24/2025,202221-Influenza
202221,21,05/22/2022,05/28/2022,2021-2022,Parainfluenza,1384,91,0.0657514451,43051,806,0.02,05/24/2025,202221-Parainfluenza
202221,21,05/22/2022,05/28/2022,2021-2022,RSV,3480,23,0.0066091954,97455,2004,0.02,05/24/2025,202221-RSV
202221,21,05/22/2022,05/28/2022,2021-2022,Rhinovirus/Enterovirus,952,174,0.1827731092,27742,4608,0.17,05/24/2025,202221-Rhinovirus/Enterovirus
202221,21,05/22/2022,05/28/2022,2021-2022,SARS-CoV-2,12111,1327,0.1095698126,327056,39273,0.12,05/24/2025,202221-SARS-CoV-2
202221,21,05/22/2022,05/28/2022,2021-2022,Seasonal Coronaviruses,1382,39,0.0282199711,42616,1084,0.03,05/24/2025,202221-Seasonal Coronaviruses
202222,22,05/29/2022,06/04/2022,2021-2022,Adenovirus,879,34,0.0386803185,28621,913,0.03,05/31/2025,202222-Adenovirus
202222,22,05/29/2022,06/04/2022,2021-2022,Human Metapneumovirus,879,38,0.0432309443,28651,1132,0.04,05/31/2025,202222-Human Metapneumovirus
202222,22,05/29/2022,06/04/2022,2021-2022,Influenza,4239,68,0.0160415192,137763,3672,0.03,05/31/2025,202222-Influenza
202222,22,05/29/2022,06/04/2022,2021-2022,Parainfluenza,1356,81,0.0597345133,44407,887,0.02,05/31/2025,202222-Parainfluenza
202222,22,05/29/2022,06/04/2022,2021-2022,RSV,2924,23,0.0078659371,100379,2027,0.02,05/31/2025,202222-RSV
202222,22,05/29/2022,06/04/2022,2021-2022,Rhinovirus/Enterovirus,879,150,0.1706484642,28621,4758,0.17,05/31/2025,202222-Rhinovirus/Enterovirus
202222,22,05/29/2022,06/04/2022,2021-2022,SARS-CoV-2,10555,1103,0.1045002369,337611,40376,0.12,05/31/2025,202222-SARS-CoV-2
202222,22,05/29/2022,06/04/2022,2021-2022,Seasonal Coronaviruses,1351,36,0.0266469282,43967,1120,0.03,05/31/2025,202222-Seasonal Coronaviruses
202223,23,06/05/2022,06/11/2022,2021-2022,Adenovirus,903,17,0.0188261351,29524,930,0.03,06/07/2025,202223-Adenovirus
202223,23,06/05/2022,06/11/2022,2021-2022,Human Metapneumovirus,903,41,0.0454042082,29554,1173,0.04,06/07/2025,202223-Human Metapneumovirus
202223,23,06/05/2022,06/11/2022,2021-2022,Influenza,4352,37,0.0085018382,142115,3709,0.03,06/07/2025,202223-Influenza
202223,23,06/05/2022,06/11/2022,2021-2022,Parainfluenza,1392,100,0.0718390805,45799,987,0.02,06/07/2025,202223-Parainfluenza
202223,23,06/05/2022,06/11/2022,2021-2022,RSV,3020,25,0.0082781457,103399,2052,0.02,06/07/2025,202223-RSV
202223,23,06/05/2022,06/11/2022,2021-2022,Rhinovirus/Enterovirus,903,173,0.1915836102,29524,4931,0.17,06/07/2025,202223-Rhinovirus/Enterovirus
202223,23,06/05/2022,06/11/2022,2021-2022,SARS-CoV-2,10852,1119,0.1031146332,348463,41495,0.12,06/07/2025,202223-SARS-CoV-2
202223,23,06/05/2022,06/11/2022,2021-2022,Seasonal Coronaviruses,1387,20,0.0144196107,45354,1140,0.03,06/07/2025,202223-Seasonal Coronaviruses
202224,24,06/12/2022,06/18/2022,2021-2022,Adenovirus,812,18,0.0221674877,30336,948,0.03,06/14/2025,202224-Adenovirus
202224,24,06/12/2022,06/18/2022,2021-2022,Human Metapneumovirus,812,28,0.0344827586,30366,1201,0.04,06/14/2025,202224-Human Metapneumovirus
202224,24,06/12/2022,06/18/2022,2021-2022,Influenza,4033,21,0.0052070419,146148,3730,0.03,06/14/2025,202224-Influenza
202224,24,06/12/2022,06/18/2022,2021-2022,Parainfluenza,1343,93,0.0692479523,47142,1080,0.02,06/14/2025,202224-Parainfluenza
202224,24,06/12/2022,06/18/2022,2021-2022,RSV,2722,27,0.0099191771,106121,2079,0.02,06/14/2025,202224-RSV
202224,24,06/12/2022,06/18/2022,2021-2022,Rhinovirus/Enterovirus,812,134,0.1650246305,30336,5065,0.17,06/14/2025,202224-Rhinovirus/Enterovirus
202224,24,06/12/2022,06/18/2022,2021-2022,SARS-CoV-2,10098,1051,0.1040800158,358561,42546,0.12,06/14/2025,202224-SARS-CoV-2
202224,24,06/12/2022,06/18/2022,2021-2022,Seasonal Coronaviruses,1331,18,0.0135236664,46685,1158,0.02,06/14/2025,202224-Seasonal Coronaviruses
202225,25,06/19/2022,06/25/2022,2021-2022,Adenovirus,867,32,0.0369088812,31203,980,0.03,06/21/2025,202225-Adenovirus
202225,25,06/19/2022,06/25/2022,2021-2022,Human Metapneumovirus,867,24,0.0276816609,31233,1225,0.04,06/21/2025,202225-Human Metapneumovirus
202225,25,06/19/2022,06/25/2022,2021-2022,Influenza,3877,18,0.004642765,150025,3748,0.02,06/21/2025,202225-Influenza
202225,25,06/19/2022,06/25/2022,2021-2022,Parainfluenza,1290,97,0.0751937984,48432,1177,0.02,06/21/2025,202225-Parainfluenza
202225,25,06/19/2022,06/25/2022,2021-2022,RSV,2752,27,0.0098110465,108873,2106,0.02,06/21/2025,202225-RSV
202225,25,06/19/2022,06/25/2022,2021-2022,Rhinovirus/Enterovirus,867,150,0.1730103806,31203,5215,0.17,06/21/2025,202225-Rhinovirus/Enterovirus
202225,25,06/19/2022,06/25/2022,2021-2022,SARS-CoV-2,9877,1071,0.1084337349,368438,43617,0.12,06/21/2025,202225-SARS-CoV-2
202225,25,06/19/2022,06/25/2022,2021-2022,Seasonal Coronaviruses,1286,17,0.0132192846,47971,1175,0.02,06/21/2025,202225-Seasonal Coronaviruses
202226,26,06/26/2022,07/02/2022,2021-2022,Adenovirus,802,32,0.0399002494,32005,1012,0.03,06/28/2025,202226-Adenovirus
202226,26,06/26/2022,07/02/2022,2021-2022,Human Metapneumovirus,802,25,0.0311720698,32035,1250,0.04,06/28/2025,202226-Human Metapneumovirus
202226,26,06/26/2022,07/02/2022,2021-2022,Influenza,3699,16,0.0043254934,153724,3764,0.02,06/28/2025,202226-Influenza
202226,26,06/26/2022,07/02/2022,2021-2022,Parainfluenza,1300,88,0.0676923077,49732,1265,0.03,06/28/2025,202226-Parainfluenza
202226,26,06/26/2022,07/02/2022,2021-2022,RSV,2530,29,0.0114624506,111403,2135,0.02,06/28/2025,202226-RSV
202226,26,06/26/2022,07/02/2022,2021-2022,Rhinovirus/Enterovirus,802,105,0.1309226933,32005,5320,0.17,06/28/2025,202226-Rhinovirus/Enterovirus
202226,26,06/26/2022,07/02/2022,2021-2022,SARS-CoV-2,9566,1109,0.1159314238,378004,44726,0.12,06/28/2025,202226-SARS-CoV-2
202226,26,06/26/2022,07/02/2022,2021-2022,Seasonal Coronaviruses,1295,14,0.0108108108,49266,1189,0.02,06/28/2025,202226-Seasonal Coronaviruses
202227,27,07/03/2022,07/09/2022,2021-2022,Adenovirus,699,29,0.0414878398,32704,1041,0.03,07/05/2025,202227-Adenovirus
202227,27,07/03/2022,07/09/2022,2021-2022,Human Metapneumovirus,699,8,0.0114449213,32734,1258,0.04,07/05/2025,202227-Human Metapneumovirus
202227,27,07/03/2022,07/09/2022,2021-2022,Influenza,3334,6,0.0017996401,157058,3770,0.02,07/05/2025,202227-Influenza
202227,27,07/03/2022,07/09/2022,2021-2022,Parainfluenza,1128,63,0.0558510638,50860,1328,0.03,07/05/2025,202227-Parainfluenza
202227,27,07/03/2022,07/09/2022,2021-2022,RSV,2283,25,0.0109505037,113686,2160,0.02,07/05/2025,202227-RSV
202227,27,07/03/2022,07/09/2022,2021-2022,Rhinovirus/Enterovirus,699,80,0.1144492132,32704,5400,0.17,07/05/2025,202227-Rhinovirus/Enterovirus
202227,27,07/03/2022,07/09/2022,2021-2022,SARS-CoV-2,9123,1103,0.1209032117,387127,45829,0.12,07/05/2025,202227-SARS-CoV-2
202227,27,07/03/2022,07/09/2022,2021-2022,Seasonal Coronaviruses,1125,4,0.0035555556,50391,1193,0.02,07/05/2025,202227-Seasonal Coronaviruses
202228,28,07/10/2022,07/16/2022,2021-2022,Adenovirus,825,30,0.0363636364,33529,1071,0.03,07/12/2025,202228-Adenovirus
202228,28,07/10/2022,07/16/2022,2021-2022,Human Metapneumovirus,825,4,0.0048484848,33559,1262,0.04,07/12/2025,202228-Human Metapneumovirus
202228,28,07/10/2022,07/16/2022,2021-2022,Influenza,3742,6,0.0016034206,160800,3776,0.02,07/12/2025,202228-Influenza
202228,28,07/10/2022,07/16/2022,2021-2022,Parainfluenza,1365,61,0.0446886447,52225,1389,0.03,07/12/2025,202228-Parainfluenza
202228,28,07/10/2022,07/16/2022,2021-2022,RSV,2479,21,0.0084711577,116165,2181,0.02,07/12/2025,202228-RSV
202228,28,07/10/2022,07/16/2022,2021-2022,Rhinovirus/Enterovirus,825,97,0.1175757576,33529,5497,0.16,07/12/2025,202228-Rhinovirus/Enterovirus
202228,28,07/10/2022,07/16/2022,2021-2022,SARS-CoV-2,9693,1164,0.1200866605,396820,46993,0.12,07/12/2025,202228-SARS-CoV-2
202228,28,07/10/2022,07/16/2022,2021-2022,Seasonal Coronaviruses,1364,8,0.0058651026,51755,1201,0.02,07/12/2025,202228-Seasonal Coronaviruses
202229,29,07/17/2022,07/23/2022,2021-2022,Adenovirus,773,25,0.0323415265,34302,1096,0.03,07/19/2025,202229-Adenovirus
202229,29,07/17/2022,07/23/2022,2021-2022,Human Metapneumovirus,773,9,0.0116429495,34332,1271,0.04,07/19/2025,202229-Human Metapneumovirus
202229,29,07/17/2022,07/23/2022,2021-2022,Influenza,3603,3,0.0008326395,164403,3779,0.02,07/19/2025,202229-Influenza
202229,29,07/17/2022,07/23/2022,2021-2022,Parainfluenza,1246,41,0.032905297,53471,1430,0.03,07/19/2025,202229-Parainfluenza
202229,29,07/17/2022,07/23/2022,2021-2022,RSV,2523,29,0.0114942529,118688,2210,0.02,07/19/2025,202229-RSV
202229,29,07/17/2022,07/23/2022,2021-2022,Rhinovirus/Enterovirus,773,113,0.1461836999,34302,5610,0.16,07/19/2025,202229-Rhinovirus/Enterovirus
202229,29,07/17/2022,07/23/2022,2021-2022,SARS-CoV-2,9862,1302,0.1320219023,406682,48295,0.12,07/19/2025,202229-SARS-CoV-2
202229,29,07/17/2022,07/23/2022,2021-2022,Seasonal Coronaviruses,1239,4,0.00322841,52994,1205,0.02,07/19/2025,202229-Seasonal Coronaviruses
202230,30,07/24/2022,07/30/2022,2021-2022,Adenovirus,854,25,0.0292740047,35156,1121,0.03,07/26/2025,202230-Adenovirus
202230,30,07/24/2022,07/30/2022,2021-2022,Human Metapneumovirus,854,15,0.0175644028,35186,1286,0.04,07/26/2025,202230-Human Metapneumovirus
202230,30,07/24/2022,07/30/2022,2021-2022,Influenza,3584,3,0.0008370536,167987,3782,0.02,07/26/2025,202230-Influenza
202230,30,07/24/2022,07/30/2022,2021-2022,Parainfluenza,1331,50,0.03756574,54802,1480,0.03,07/26/2025,202230-Parainfluenza
202230,30,07/24/2022,07/30/2022,2021-2022,RSV,2467,28,0.0113498176,121155,2238,0.02,07/26/2025,202230-RSV
202230,30,07/24/2022,07/30/2022,2021-2022,Rhinovirus/Enterovirus,854,127,0.1487119438,35156,5737,0.16,07/26/2025,202230-Rhinovirus/Enterovirus
202230,30,07/24/2022,07/30/2022,2021-2022,SARS-CoV-2,9346,1167,0.1248662529,416028,49462,0.12,07/26/2025,202230-SARS-CoV-2
202230,30,07/24/2022,07/30/2022,2021-2022,Seasonal Coronaviruses,1329,7,0.0052671181,54323,1212,0.02,07/26/2025,202230-Seasonal Coronaviruses
202231,31,07/31/2022,08/06/2022,2021-2022,Adenovirus,745,24,0.0322147651,35901,1145,0.03,08/02/2025,202231-Adenovirus
202231,31,07/31/2022,08/06/2022,2021-2022,Human Metapneumovirus,745,4,0.0053691275,35931,1290,0.04,08/02/2025,202231-Human Metapneumovirus
202231,31,07/31/2022,08/06/2022,2021-2022,Influenza,3203,6,0.0018732438,171190,3788,0.02,08/02/2025,202231-Influenza
202231,31,07/31/2022,08/06/2022,2021-2022,Parainfluenza,1192,38,0.0318791946,55994,1518,0.03,08/02/2025,202231-Parainfluenza
202231,31,07/31/2022,08/06/2022,2021-2022,RSV,2227,36,0.0161652447,123382,2274,0.02,08/02/2025,202231-RSV
202231,31,07/31/2022,08/06/2022,2021-2022,Rhinovirus/Enterovirus,745,131,0.1758389262,35901,5868,0.16,08/02/2025,202231-Rhinovirus/Enterovirus
202231,31,07/31/2022,08/06/2022,2021-2022,SARS-CoV-2,9249,1158,0.1252027246,425277,50620,0.12,08/02/2025,202231-SARS-CoV-2
202231,31,07/31/2022,08/06/2022,2021-2022,Seasonal Coronaviruses,1185,2,0.0016877637,55508,1214,0.02,08/02/2025,202231-Seasonal Coronaviruses
202232,32,08/07/2022,08/13/2022,2021-2022,Adenovirus,807,22,0.0272614622,36708,1167,0.03,08/09/2025,202232-Adenovirus
202232,32,08/07/2022,08/13/2022,2021-2022,Human Metapneumovirus,807,1,0.0012391574,36738,1291,0.04,08/09/2025,202232-Human Metapneumovirus
202232,32,08/07/2022,08/13/2022,2021-2022,Influenza,2963,2,0.0006749916,174153,3790,0.02,08/09/2025,202232-Influenza
202232,32,08/07/2022,08/13/2022,2021-2022,Parainfluenza,1317,37,0.0280941534,57311,1555,0.03,08/09/2025,202232-Parainfluenza
202232,32,08/07/2022,08/13/2022,2021-2022,RSV,2043,45,0.0220264317,125425,2319,0.02,08/09/2025,202232-RSV
202232,32,08/07/2022,08/13/2022,2021-2022,Rhinovirus/Enterovirus,807,175,0.2168525403,36708,6043,0.16,08/09/2025,202232-Rhinovirus/Enterovirus
202232,32,08/07/2022,08/13/2022,2021-2022,SARS-CoV-2,8848,1071,0.1210443038,434125,51691,0.12,08/09/2025,202232-SARS-CoV-2
202232,32,08/07/2022,08/13/2022,2021-2022,Seasonal Coronaviruses,1314,6,0.00456621,56822,1220,0.02,08/09/2025,202232-Seasonal Coronaviruses
202233,33,08/14/2022,08/20/2022,2021-2022,Adenovirus,749,12,0.0160213618,37457,1179,0.03,08/16/2025,202233-Adenovirus
202233,33,08/14/2022,08/20/2022,2021-2022,Human Metapneumovirus,749,1,0.0013351135,37487,1292,0.03,08/16/2025,202233-Human Metapneumovirus
202233,33,08/14/2022,08/20/2022,2021-2022,Influenza,2962,2,0.0006752194,177115,3792,0.02,08/16/2025,202233-Influenza
202233,33,08/14/2022,08/20/2022,2021-2022,Parainfluenza,1247,31,0.0248596632,58558,1586,0.03,08/16/2025,202233-Parainfluenza
202233,33,08/14/2022,08/20/2022,2021-2022,RSV,2056,53,0.0257782101,127481,2372,0.02,08/16/2025,202233-RSV
202233,33,08/14/2022,08/20/2022,2021-2022,Rhinovirus/Enterovirus,749,130,0.173564753,37457,6173,0.16,08/16/2025,202233-Rhinovirus/Enterovirus
202233,33,08/14/2022,08/20/2022,2021-2022,SARS-CoV-2,8731,984,0.1127018669,442856,52675,0.12,08/16/2025,202233-SARS-CoV-2
202233,33,08/14/2022,08/20/2022,2021-2022,Seasonal Coronaviruses,1246,3,0.0024077047,58068,1223,0.02,08/16/2025,202233-Seasonal Coronaviruses
202234,34,08/21/2022,08/27/2022,2021-2022,Adenovirus,790,16,0.0202531646,38247,1195,0.03,08/23/2025,202234-Adenovirus
202234,34,08/21/2022,08/27/2022,2021-2022,Human Metapneumovirus,790,5,0.0063291139,38277,1297,0.03,08/23/2025,202234-Human Metapneumovirus
202234,34,08/21/2022,08/27/2022,2021-2022,Influenza,3028,5,0.001651255,180143,3797,0.02,08/23/2025,202234-Influenza
202234,34,08/21/2022,08/27/2022,2021-2022,Parainfluenza,1201,36,0.0299750208,59759,1622,0.03,08/23/2025,202234-Parainfluenza
202234,34,08/21/2022,08/27/2022,2021-2022,RSV,2237,67,0.029950827,129718,2439,0.02,08/23/2025,202234-RSV
202234,34,08/21/2022,08/27/2022,2021-2022,Rhinovirus/Enterovirus,790,225,0.2848101266,38247,6398,0.17,08/23/2025,202234-Rhinovirus/Enterovirus
202234,34,08/21/2022,08/27/2022,2021-2022,SARS-CoV-2,8684,851,0.0979963151,451540,53526,0.12,08/23/2025,202234-SARS-CoV-2
202234,34,08/21/2022,08/27/2022,2021-2022,Seasonal Coronaviruses,1199,2,0.0016680567,59267,1225,0.02,08/23/2025,202234-Seasonal Coronaviruses
202235,35,08/28/2022,09/03/2022,2021-2022,Adenovirus,1043,24,0.0230105465,39290,1219,0.03,08/30/2025,202235-Adenovirus
202235,35,08/28/2022,09/03/2022,2021-2022,Human Metapneumovirus,1043,2,0.0019175455,39320,1299,0.03,08/30/2025,202235-Human Metapneumovirus
202235,35,08/28/2022,09/03/2022,2021-2022,Influenza,3527,8,0.0022682166,183670,3805,0.02,08/30/2025,202235-Influenza
202235,35,08/28/2022,09/03/2022,2021-2022,Parainfluenza,1460,39,0.0267123288,61219,1661,0.03,08/30/2025,202235-Parainfluenza
202235,35,08/28/2022,09/03/2022,2021-2022,RSV,2656,71,0.0267319277,132374,2510,0.02,08/30/2025,202235-RSV
202235,35,08/28/2022,09/03/2022,2021-2022,Rhinovirus/Enterovirus,1043,391,0.3748801534,39290,6789,0.17,08/30/2025,202235-Rhinovirus/Enterovirus
202235,35,08/28/2022,09/03/2022,2021-2022,SARS-CoV-2,9338,802,0.0858856286,460878,54328,0.12,08/30/2025,202235-SARS-CoV-2
202235,35,08/28/2022,09/03/2022,2021-2022,Seasonal Coronaviruses,1487,2,0.0013449899,60754,1227,0.02,08/30/2025,202235-Seasonal Coronaviruses
202236,36,09/04/2022,09/10/2022,2021-2022,Adenovirus,940,21,0.0223404255,40230,1240,0.03,09/06/2025,202236-Adenovirus
202236,36,09/04/2022,09/10/2022,2021-2022,Human Metapneumovirus,940,5,0.0053191489,40260,1304,0.03,09/06/2025,202236-Human Metapneumovirus
202236,36,09/04/2022,09/10/2022,2021-2022,Influenza,3370,4,0.0011869436,187040,3809,0.02,09/06/2025,202236-Influenza
202236,36,09/04/2022,09/10/2022,2021-2022,Parainfluenza,1399,42,0.0300214439,62618,1703,0.03,09/06/2025,202236-Parainfluenza
202236,36,09/04/2022,09/10/2022,2021-2022,RSV,2469,88,0.0356419603,134843,2598,0.02,09/06/2025,202236-RSV
202236,36,09/04/2022,09/10/2022,2021-2022,Rhinovirus/Enterovirus,940,371,0.3946808511,40230,7160,0.18,09/06/2025,202236-Rhinovirus/Enterovirus
202236,36,09/04/2022,09/10/2022,2021-2022,SARS-CoV-2,8656,672,0.0776340111,469534,55000,0.12,09/06/2025,202236-SARS-CoV-2
202236,36,09/04/2022,09/10/2022,2021-2022,Seasonal Coronaviruses,1396,3,0.0021489971,62150,1230,0.02,09/06/2025,202236-Seasonal Coronaviruses
202237,37,09/11/2022,09/17/2022,2021-2022,Adenovirus,950,23,0.0242105263,41180,1263,0.03,09/13/2025,202237-Adenovirus
202237,37,09/11/2022,09/17/2022,2021-2022,Human Metapneumovirus,950,3,0.0031578947,41210,1307,0.03,09/13/2025,202237-Human Metapneumovirus
202237,37,09/11/2022,09/17/2022,2021-2022,Influenza,3395,6,0.0017673049,190435,3815,0.02,09/13/2025,202237-Influenza
202237,37,09/11/2022,09/17/2022,2021-2022,Parainfluenza,1439,61,0.042390549,64057,1764,0.03,09/13/2025,202237-Parainfluenza
202237,37,09/11/2022,09/17/2022,2021-2022,RSV,2438,131,0.0537325677,137281,2729,0.02,09/13/2025,202237-RSV
202237,37,09/11/2022,09/17/2022,2021-2022,Rhinovirus/Enterovirus,950,333,0.3505263158,41180,7493,0.18,09/13/2025,202237-Rhinovirus/Enterovirus
202237,37,09/11/2022,09/17/2022,2021-2022,SARS-CoV-2,9080,618,0.068061674,478614,55618,0.12,09/13/2025,202237-SARS-CoV-2
202237,37,09/11/2022,09/17/2022,2021-2022,Seasonal Coronaviruses,1436,5,0.0034818942,63586,1235,0.02,09/13/2025,202237-Seasonal Coronaviruses
202238,38,09/18/2022,09/24/2022,2021-2022,Adenovirus,997,21,0.0210631896,42177,1284,0.03,09/20/2025,202238-Adenovirus
202238,38,09/18/2022,09/24/2022,2021-2022,Human Metapneumovirus,997,7,0.0070210632,42207,1314,0.03,09/20/2025,202238-Human Metapneumovirus
202238,38,09/18/2022,09/24/2022,2021-2022,Influenza,3671,14,0.0038136747,194106,3829,0.02,09/20/2025,202238-Influenza
202238,38,09/18/2022,09/24/2022,2021-2022,Parainfluenza,1543,70,0.0453661698,65600,1834,0.03,09/20/2025,202238-Parainfluenza
202238,38,09/18/2022,09/24/2022,2021-2022,RSV,2568,205,0.0798286604,139849,2934,0.02,09/20/2025,202238-RSV
202238,38,09/18/2022,09/24/2022,2021-2022,Rhinovirus/Enterovirus,997,319,0.3199598796,42177,7812,0.19,09/20/2025,202238-Rhinovirus/Enterovirus
202238,38,09/18/2022,09/24/2022,2021-2022,SARS-CoV-2,8572,514,0.0599626692,487186,56132,0.12,09/20/2025,202238-SARS-CoV-2
202238,38,09/18/2022,09/24/2022,2021-2022,Seasonal Coronaviruses,1537,6,0.0039037085,65123,1241,0.02,09/20/2025,202238-Seasonal Coronaviruses
202239,39,09/25/2022,10/01/2022,2021-2022,Adenovirus,986,27,0.0273833671,43163,1311,0.03,09/27/2025,202239-Adenovirus
202239,39,09/25/2022,10/01/2022,2021-2022,Human Metapneumovirus,986,6,0.0060851927,43193,1320,0.03,09/27/2025,202239-Human Metapneumovirus
202239,39,09/25/2022,10/01/2022,2021-2022,Influenza,3752,11,0.0029317697,197858,3840,0.02,09/27/2025,202239-Influenza
202239,39,09/25/2022,10/01/2022,2021-2022,Parainfluenza,1502,88,0.0585885486,67102,1922,0.03,09/27/2025,202239-Parainfluenza
202239,39,09/25/2022,10/01/2022,2021-2022,RSV,2649,294,0.1109852775,142498,3228,0.02,09/27/2025,202239-RSV
202239,39,09/25/2022,10/01/2022,2021-2022,Rhinovirus/Enterovirus,986,260,0.2636916836,43163,8072,0.19,09/27/2025,202239-Rhinovirus/Enterovirus
202239,39,09/25/2022,10/01/2022,2021-2022,SARS-CoV-2,8634,491,0.0568681955,495820,56623,0.11,09/27/2025,202239-SARS-CoV-2
202239,39,09/25/2022,10/01/2022,2021-2022,Seasonal Coronaviruses,1502,2,0.0013315579,66625,1243,0.02,09/27/2025,202239-Seasonal Coronaviruses
202240,40,10/02/2022,10/08/2022,2022-2023,Adenovirus,1048,36,0.034351145,1048,36,0.03,10/05/2024,202240-Adenovirus
202240,40,10/02/2022,10/08/2022,2022-2023,Human Metapneumovirus,1048,6,0.0057251908,1048,6,0.01,10/05/2024,202240-Human Metapneumovirus
202240,40,10/02/2022,10/08/2022,2022-2023,Influenza,3985,30,0.0075282309,3985,30,0.01,10/05/2024,202240-Influenza
202240,40,10/02/2022,10/08/2022,2022-2023,Parainfluenza,1510,94,0.0622516556,1510,94,0.06,10/05/2024,202240-Parainfluenza
202240,40,10/02/2022,10/08/2022,2022-2023,RSV,2994,457,0.1526386106,2994,457,0.15,10/05/2024,202240-RSV
202240,40,10/02/2022,10/08/2022,2022-2023,Rhinovirus/Enterovirus,1043,260,0.2492809204,1043,260,0.25,10/05/2024,202240-Rhinovirus/Enterovirus
202240,40,10/02/2022,10/08/2022,2022-2023,SARS-CoV-2,8737,483,0.0552821335,8737,483,0.06,10/05/2024,202240-SARS-CoV-2
202240,40,10/02/2022,10/08/2022,2022-2023,Seasonal Coronaviruses,1505,0,0,1505,0,0.00,10/05/2024,202240-Seasonal Coronaviruses
202241,41,10/09/2022,10/15/2022,2022-2023,Adenovirus,1160,37,0.0318965517,2208,73,0.03,10/12/2024,202241-Adenovirus
202241,41,10/09/2022,10/15/2022,2022-2023,Human Metapneumovirus,1160,4,0.0034482759,2208,10,0.00,10/12/2024,202241-Human Metapneumovirus
202241,41,10/09/2022,10/15/2022,2022-2023,Influenza,4552,35,0.0076889279,8537,65,0.01,10/12/2024,202241-Influenza
202241,41,10/09/2022,10/15/2022,2022-2023,Parainfluenza,1832,104,0.056768559,3342,198,0.06,10/12/2024,202241-Parainfluenza
202241,41,10/09/2022,10/15/2022,2022-2023,RSV,3286,642,0.1953743153,6280,1099,0.18,10/12/2024,202241-RSV
202241,41,10/09/2022,10/15/2022,2022-2023,Rhinovirus/Enterovirus,1156,319,0.2759515571,2199,579,0.26,10/12/2024,202241-Rhinovirus/Enterovirus
202241,41,10/09/2022,10/15/2022,2022-2023,SARS-CoV-2,8778,540,0.0615174299,17515,1023,0.06,10/12/2024,202241-SARS-CoV-2
202241,41,10/09/2022,10/15/2022,2022-2023,Seasonal Coronaviruses,1828,7,0.0038293217,3333,7,0.00,10/12/2024,202241-Seasonal Coronaviruses
202242,42,10/16/2022,10/22/2022,2022-2023,Adenovirus,1325,42,0.0316981132,3533,115,0.03,10/19/2024,202242-Adenovirus
202242,42,10/16/2022,10/22/2022,2022-2023,Human Metapneumovirus,1325,3,0.0022641509,3533,13,0.00,10/19/2024,202242-Human Metapneumovirus
202242,42,10/16/2022,10/22/2022,2022-2023,Influenza,4923,108,0.0219378428,13460,173,0.01,10/19/2024,202242-Influenza
202242,42,10/16/2022,10/22/2022,2022-2023,Parainfluenza,1916,105,0.0548016701,5258,303,0.06,10/19/2024,202242-Parainfluenza
