mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
202242,42,10/16/2022,10/22/2022,2022-2023,RSV,3714,726,0.1954765751,9994,1825,0.18,10/19/2024,202242-RSV
202242,42,10/16/2022,10/22/2022,2022-2023,Rhinovirus/Enterovirus,1315,335,0.2547528517,3514,914,0.26,10/19/2024,202242-Rhinovirus/Enterovirus
202242,42,10/16/2022,10/22/2022,2022-2023,SARS-CoV-2,8945,476,0.0532140861,26460,1499,0.06,10/19/2024,202242-SARS-CoV-2
202242,42,10/16/2022,10/22/2022,2022-2023,Seasonal Coronaviruses,1906,6,0.0031479538,5239,13,0.00,10/19/2024,202242-Seasonal Coronaviruses
202243,43,10/23/2022,10/29/2022,2022-2023,Adenovirus,1312,57,0.043445122,4845,172,0.04,10/26/2024,202243-Adenovirus
202243,43,10/23/2022,10/29/2022,2022-2023,Human Metapneumovirus,1312,6,0.0045731707,4845,19,0.00,10/26/2024,202243-Human Metapneumovirus
202243,43,10/23/2022,10/29/2022,2022-2023,Influenza,5195,212,0.0408084697,18655,385,0.02,10/26/2024,202243-Influenza
202243,43,10/23/2022,10/29/2022,2022-2023,Parainfluenza,1885,103,0.0546419098,7143,406,0.06,10/26/2024,202243-Parainfluenza
202243,43,10/23/2022,10/29/2022,2022-2023,RSV,3985,826,0.2072772898,13979,2651,0.19,10/26/2024,202243-RSV
202243,43,10/23/2022,10/29/2022,2022-2023,Rhinovirus/Enterovirus,1297,279,0.2151117965,4811,1193,0.25,10/26/2024,202243-Rhinovirus/Enterovirus
202243,43,10/23/2022,10/29/2022,2022-2023,SARS-CoV-2,8805,511,0.0580352073,35265,2010,0.06,10/26/2024,202243-SARS-CoV-2
202243,43,10/23/2022,10/29/2022,2022-2023,Seasonal Coronaviruses,1870,10,0.0053475936,7109,23,0.00,10/26/2024,202243-Seasonal Coronaviruses
202244,44,10/30/2022,11/05/2022,2022-2023,Adenovirus,1429,53,0.0370888733,6274,225,0.04,11/02/2024,202244-Adenovirus
202244,44,10/30/2022,11/05/2022,2022-2023,Human Metapneumovirus,1429,10,0.0069979006,6274,29,0.00,11/02/2024,202244-Human Metapneumovirus
202244,44,10/30/2022,11/05/2022,2022-2023,Influenza,5657,522,0.0922750575,24312,907,0.04,11/02/2024,202244-Influenza
202244,44,10/30/2022,11/05/2022,2022-2023,Parainfluenza,1897,87,0.0458618872,9040,493,0.05,11/02/2024,202244-Parainfluenza
202244,44,10/30/2022,11/05/2022,2022-2023,RSV,4558,833,0.1827555946,18537,3484,0.19,11/02/2024,202244-RSV
202244,44,10/30/2022,11/05/2022,2022-2023,Rhinovirus/Enterovirus,1414,255,0.1803394625,6225,1448,0.23,11/02/2024,202244-Rhinovirus/Enterovirus
202244,44,10/30/2022,11/05/2022,2022-2023,SARS-CoV-2,9343,569,0.0609012095,44608,2579,0.06,11/02/2024,202244-SARS-CoV-2
202244,44,10/30/2022,11/05/2022,2022-2023,Seasonal Coronaviruses,1882,9,0.0047821467,8991,32,0.00,11/02/2024,202244-Seasonal Coronaviruses
202245,45,11/06/2022,11/12/2022,2022-2023,Adenovirus,1435,50,0.0348432056,7709,275,0.04,11/09/2024,202245-Adenovirus
202245,45,11/06/2022,11/12/2022,2022-2023,Human Metapneumovirus,1435,5,0.0034843206,7709,34,0.00,11/09/2024,202245-Human Metapneumovirus
202245,45,11/06/2022,11/12/2022,2022-2023,Influenza,6264,835,0.1333014049,30576,1742,0.06,11/09/2024,202245-Influenza
202245,45,11/06/2022,11/12/2022,2022-2023,Parainfluenza,1909,81,0.0424305919,10949,574,0.05,11/09/2024,202245-Parainfluenza
202245,45,11/06/2022,11/12/2022,2022-2023,RSV,5072,769,0.1516167192,23609,4253,0.18,11/09/2024,202245-RSV
202245,45,11/06/2022,11/12/2022,2022-2023,Rhinovirus/Enterovirus,1421,269,0.1893033075,7646,1717,0.22,11/09/2024,202245-Rhinovirus/Enterovirus
202245,45,11/06/2022,11/12/2022,2022-2023,SARS-CoV-2,9540,553,0.057966457,54148,3132,0.06,11/09/2024,202245-SARS-CoV-2
202245,45,11/06/2022,11/12/2022,2022-2023,Seasonal Coronaviruses,1895,11,0.0058047493,10886,43,0.00,11/09/2024,202245-Seasonal Coronaviruses
202246,46,11/13/2022,11/19/2022,2022-2023,Adenovirus,1447,52,0.0359364202,9156,327,0.04,11/16/2024,202246-Adenovirus
202246,46,11/13/2022,11/19/2022,2022-2023,Human Metapneumovirus,1447,10,0.00691085,9156,44,0.00,11/16/2024,202246-Human Metapneumovirus
202246,46,11/13/2022,11/19/2022,2022-2023,Influenza,7155,1526,0.2132774284,37731,3268,0.09,11/16/2024,202246-Influenza
202246,46,11/13/2022,11/19/2022,2022-2023,Parainfluenza,2017,55,0.0272682201,12966,629,0.05,11/16/2024,202246-Parainfluenza
202246,46,11/13/2022,11/19/2022,2022-2023,RSV,5602,548,0.0978222064,29211,4801,0.16,11/16/2024,202246-RSV
202246,46,11/13/2022,11/19/2022,2022-2023,Rhinovirus/Enterovirus,1439,224,0.1556636553,9085,1941,0.21,11/16/2024,202246-Rhinovirus/Enterovirus
202246,46,11/13/2022,11/19/2022,2022-2023,SARS-CoV-2,9530,612,0.0642182581,63678,3744,0.06,11/16/2024,202246-SARS-CoV-2
202246,46,11/13/2022,11/19/2022,2022-2023,Seasonal Coronaviruses,2009,14,0.0069686411,12895,57,0.00,11/16/2024,202246-Seasonal Coronaviruses
202247,47,11/20/2022,11/26/2022,2022-2023,Adenovirus,1310,38,0.0290076336,10466,365,0.03,11/23/2024,202247-Adenovirus
202247,47,11/20/2022,11/26/2022,2022-2023,Human Metapneumovirus,1465,15,0.0102389078,10621,59,0.01,11/23/2024,202247-Human Metapneumovirus
202247,47,11/20/2022,11/26/2022,2022-2023,Influenza,7548,2167,0.2870959194,45279,5435,0.12,11/23/2024,202247-Influenza
202247,47,11/20/2022,11/26/2022,2022-2023,Parainfluenza,1317,45,0.0341685649,14283,674,0.05,11/23/2024,202247-Parainfluenza
202247,47,11/20/2022,11/26/2022,2022-2023,RSV,5957,346,0.0580829276,35168,5147,0.15,11/23/2024,202247-RSV
202247,47,11/20/2022,11/26/2022,2022-2023,Rhinovirus/Enterovirus,1455,196,0.1347079038,10540,2137,0.20,11/23/2024,202247-Rhinovirus/Enterovirus
202247,47,11/20/2022,11/26/2022,2022-2023,SARS-CoV-2,8651,537,0.0620737487,72329,4281,0.06,11/23/2024,202247-SARS-CoV-2
202247,47,11/20/2022,11/26/2022,2022-2023,Seasonal Coronaviruses,1920,15,0.0078125,14815,72,0.00,11/23/2024,202247-Seasonal Coronaviruses
202248,48,11/27/2022,12/03/2022,2022-2023,Adenovirus,1590,40,0.0251572327,12056,405,0.03,11/30/2024,202248-Adenovirus
202248,48,11/27/2022,12/03/2022,2022-2023,Human Metapneumovirus,1590,8,0.0050314465,12211,67,0.01,11/30/2024,202248-Human Metapneumovirus
202248,48,11/27/2022,12/03/2022,2022-2023,Influenza,8291,1962,0.2366421421,53570,7397,0.14,11/30/2024,202248-Influenza
202248,48,11/27/2022,12/03/2022,2022-2023,Parainfluenza,2196,40,0.0182149362,16479,714,0.04,11/30/2024,202248-Parainfluenza
202248,48,11/27/2022,12/03/2022,2022-2023,RSV,6520,317,0.0486196319,41688,5464,0.13,11/30/2024,202248-RSV
202248,48,11/27/2022,12/03/2022,2022-2023,Rhinovirus/Enterovirus,1583,182,0.114971573,12123,2319,0.19,11/30/2024,202248-Rhinovirus/Enterovirus
202248,48,11/27/2022,12/03/2022,2022-2023,SARS-CoV-2,10055,837,0.0832421681,82384,5118,0.06,11/30/2024,202248-SARS-CoV-2
202248,48,11/27/2022,12/03/2022,2022-2023,Seasonal Coronaviruses,2156,25,0.0115955473,16971,97,0.01,11/30/2024,202248-Seasonal Coronaviruses
202249,49,12/04/2022,12/10/2022,2022-2023,Adenovirus,1492,40,0.0268096515,13548,445,0.03,12/07/2024,202249-Adenovirus
202249,49,12/04/2022,12/10/2022,2022-2023,Human Metapneumovirus,1492,5,0.0033512064,13703,72,0.01,12/07/2024,202249-Human Metapneumovirus
202249,49,12/04/2022,12/10/2022,2022-2023,Influenza,7711,1861,0.2413435352,61281,9258,0.15,12/07/2024,202249-Influenza
202249,49,12/04/2022,12/10/2022,2022-2023,Parainfluenza,2074,28,0.0135004822,18553,742,0.04,12/07/2024,202249-Parainfluenza
202249,49,12/04/2022,12/10/2022,2022-2023,RSV,5862,193,0.0329239168,47550,5657,0.12,12/07/2024,202249-RSV
202249,49,12/04/2022,12/10/2022,2022-2023,Rhinovirus/Enterovirus,1485,152,0.1023569024,13608,2471,0.18,12/07/2024,202249-Rhinovirus/Enterovirus
202249,49,12/04/2022,12/10/2022,2022-2023,SARS-CoV-2,9353,825,0.0882069924,91737,5943,0.06,12/07/2024,202249-SARS-CoV-2
202249,49,12/04/2022,12/10/2022,2022-2023,Seasonal Coronaviruses,2067,32,0.015481374,19038,129,0.01,12/07/2024,202249-Seasonal Coronaviruses
202250,50,12/11/2022,12/17/2022,2022-2023,Adenovirus,1423,34,0.0238931834,14971,479,0.03,12/14/2024,202250-Adenovirus
202250,50,12/11/2022,12/17/2022,2022-2023,Human Metapneumovirus,1513,12,0.0079312624,15216,84,0.01,12/14/2024,202250-Human Metapneumovirus
202250,50,12/11/2022,12/17/2022,2022-2023,Influenza,7420,1343,0.1809973046,68701,10601,0.15,12/14/2024,202250-Influenza
202250,50,12/11/2022,12/17/2022,2022-2023,Parainfluenza,2041,26,0.0127388535,20594,768,0.04,12/14/2024,202250-Parainfluenza
202250,50,12/11/2022,12/17/2022,2022-2023,RSV,5536,163,0.0294436416,53086,5820,0.11,12/14/2024,202250-RSV
202250,50,12/11/2022,12/17/2022,2022-2023,Rhinovirus/Enterovirus,1410,155,0.109929078,15018,2626,0.17,12/14/2024,202250-Rhinovirus/Enterovirus
202250,50,12/11/2022,12/17/2022,2022-2023,SARS-CoV-2,8510,817,0.0960047004,100247,6760,0.07,12/14/2024,202250-SARS-CoV-2
202250,50,12/11/2022,12/17/2022,2022-2023,Seasonal Coronaviruses,2028,60,0.0295857988,21066,189,0.01,12/14/2024,202250-Seasonal Coronaviruses
202251,51,12/18/2022,12/24/2022,2022-2023,Adenovirus,1205,35,0.0290456432,16176,514,0.03,12/21/2024,202251-Adenovirus
202251,51,12/18/2022,12/24/2022,2022-2023,Human Metapneumovirus,1205,12,0.0099585062,16421,96,0.01,12/21/2024,202251-Human Metapneumovirus
202251,51,12/18/2022,12/24/2022,2022-2023,Influenza,5807,714,0.1229550542,74508,11315,0.15,12/21/2024,202251-Influenza
202251,51,12/18/2022,12/24/2022,2022-2023,Parainfluenza,1649,30,0.0181928441,22243,798,0.04,12/21/2024,202251-Parainfluenza
202251,51,12/18/2022,12/24/2022,2022-2023,RSV,4405,106,0.0240635641,57491,5926,0.10,12/21/2024,202251-RSV
202251,51,12/18/2022,12/24/2022,2022-2023,Rhinovirus/Enterovirus,1201,128,0.1065778518,16219,2754,0.17,12/21/2024,202251-Rhinovirus/Enterovirus
202251,51,12/18/2022,12/24/2022,2022-2023,SARS-CoV-2,7109,734,0.1032494022,107356,7494,0.07,12/21/2024,202251-SARS-CoV-2
202251,51,12/18/2022,12/24/2022,2022-2023,Seasonal Coronaviruses,1645,80,0.0486322188,22711,269,0.01,12/21/2024,202251-Seasonal Coronaviruses
202252,52,12/25/2022,12/31/2022,2022-2023,Adenovirus,1153,21,0.0182133565,17329,535,0.03,12/28/2024,202252-Adenovirus
202252,52,12/25/2022,12/31/2022,2022-2023,Human Metapneumovirus,1153,27,0.0234171726,17574,123,0.01,12/28/2024,202252-Human Metapneumovirus
202252,52,12/25/2022,12/31/2022,2022-2023,Influenza,5699,437,0.0766801193,80207,11752,0.15,12/28/2024,202252-Influenza
202252,52,12/25/2022,12/31/2022,2022-2023,Parainfluenza,1828,33,0.0180525164,24071,831,0.03,12/28/2024,202252-Parainfluenza
202252,52,12/25/2022,12/31/2022,2022-2023,RSV,4123,89,0.0215862236,61614,6015,0.10,12/28/2024,202252-RSV
202252,52,12/25/2022,12/31/2022,2022-2023,Rhinovirus/Enterovirus,1147,115,0.1002615519,17366,2869,0.17,12/28/2024,202252-Rhinovirus/Enterovirus
202252,52,12/25/2022,12/31/2022,2022-2023,SARS-CoV-2,6496,751,0.1156096059,113852,8245,0.07,12/28/2024,202252-SARS-CoV-2
202252,52,12/25/2022,12/31/2022,2022-2023,Seasonal Coronaviruses,1822,91,0.0499451153,24533,360,0.01,12/28/2024,202252-Seasonal Coronaviruses
202301,1,01/01/2023,01/07/2023,2022-2023,Adenovirus,1049,33,0.0314585319,18378,568,0.03,01/04/2025,202301-Adenovirus
202301,1,01/01/2023,01/07/2023,2022-2023,Human Metapneumovirus,1055,27,0.0255924171,18629,150,0.01,01/04/2025,202301-Human Metapneumovirus
202301,1,01/01/2023,01/07/2023,2022-2023,Influenza,5462,196,0.0358842915,85669,11948,0.14,01/04/2025,202301-Influenza
202301,1,01/01/2023,01/07/2023,2022-2023,Parainfluenza,1682,22,0.0130796671,25753,853,0.03,01/04/2025,202301-Parainfluenza
202301,1,01/01/2023,01/07/2023,2022-2023,RSV,3968,89,0.0224294355,65582,6104,0.09,01/04/2025,202301-RSV
202301,1,01/01/2023,01/07/2023,2022-2023,Rhinovirus/Enterovirus,1049,110,0.1048617731,18415,2979,0.16,01/04/2025,202301-Rhinovirus/Enterovirus
202301,1,01/01/2023,01/07/2023,2022-2023,SARS-CoV-2,6968,610,0.087543054,120820,8855,0.07,01/04/2025,202301-SARS-CoV-2
202301,1,01/01/2023,01/07/2023,2022-2023,Seasonal Coronaviruses,1676,85,0.0507159905,26209,445,0.02,01/04/2025,202301-Seasonal Coronaviruses
202302,2,01/08/2023,01/14/2023,2022-2023,Adenovirus,1029,45,0.0437317784,19407,613,0.03,01/11/2025,202302-Adenovirus
202302,2,01/08/2023,01/14/2023,2022-2023,Human Metapneumovirus,1034,18,0.0174081238,19663,168,0.01,01/11/2025,202302-Human Metapneumovirus
202302,2,01/08/2023,01/14/2023,2022-2023,Influenza,5035,97,0.019265144,90704,12045,0.13,01/11/2025,202302-Influenza
202302,2,01/08/2023,01/14/2023,2022-2023,Parainfluenza,1535,20,0.013029316,27288,873,0.03,01/11/2025,202302-Parainfluenza
202302,2,01/08/2023,01/14/2023,2022-2023,RSV,3768,79,0.0209660297,69350,6183,0.09,01/11/2025,202302-RSV
202302,2,01/08/2023,01/14/2023,2022-2023,Rhinovirus/Enterovirus,1029,87,0.084548105,19444,3066,0.16,01/11/2025,202302-Rhinovirus/Enterovirus
202302,2,01/08/2023,01/14/2023,2022-2023,SARS-CoV-2,6879,516,0.0750109027,127699,9371,0.07,01/11/2025,202302-SARS-CoV-2
202302,2,01/08/2023,01/14/2023,2022-2023,Seasonal Coronaviruses,1530,82,0.0535947712,27739,527,0.02,01/11/2025,202302-Seasonal Coronaviruses
202303,3,01/15/2023,01/21/2023,2022-2023,Adenovirus,960,39,0.040625,20367,652,0.03,01/18/2025,202303-Adenovirus
202303,3,01/15/2023,01/21/2023,2022-2023,Human Metapneumovirus,961,28,0.0291363163,20624,196,0.01,01/18/2025,202303-Human Metapneumovirus
202303,3,01/15/2023,01/21/2023,2022-2023,Influenza,4615,48,0.0104008667,95319,12093,0.13,01/18/2025,202303-Influenza
202303,3,01/15/2023,01/21/2023,2022-2023,Parainfluenza,1522,14,0.0091984231,28810,887,0.03,01/18/2025,202303-Parainfluenza
202303,3,01/15/2023,01/21/2023,2022-2023,RSV,3287,43,0.0130818375,72637,6226,0.09,01/18/2025,202303-RSV
202303,3,01/15/2023,01/21/2023,2022-2023,Rhinovirus/Enterovirus,960,127,0.1322916667,20404,3193,0.16,01/18/2025,202303-Rhinovirus/Enterovirus
202303,3,01/15/2023,01/21/2023,2022-2023,SARS-CoV-2,6456,388,0.0600991326,134155,9759,0.07,01/18/2025,202303-SARS-CoV-2
202303,3,01/15/2023,01/21/2023,2022-2023,Seasonal Coronaviruses,1521,68,0.0447074293,29260,595,0.02,01/18/2025,202303-Seasonal Coronaviruses
202304,4,01/22/2023,01/28/2023,2022-2023,Adenovirus,779,38,0.0487804878,21146,690,0.03,01/25/2025,202304-Adenovirus
202304,4,01/22/2023,01/28/2023,2022-2023,Human Metapneumovirus,922,19,0.0206073753,21546,215,0.01,01/25/2025,202304-Human Metapneumovirus
202304,4,01/22/2023,01/28/2023,2022-2023,Influenza,4621,31,0.0067085047,99940,12124,0.12,01/25/2025,202304-Influenza
202304,4,01/22/2023,01/28/2023,2022-2023,Parainfluenza,1348,20,0.0148367953,30158,907,0.03,01/25/2025,202304-Parainfluenza
202304,4,01/22/2023,01/28/2023,2022-2023,RSV,3470,45,0.0129682997,76107,6271,0.08,01/25/2025,202304-RSV
202304,4,01/22/2023,01/28/2023,2022-2023,Rhinovirus/Enterovirus,921,180,0.1954397394,21325,3373,0.16,01/25/2025,202304-Rhinovirus/Enterovirus
202304,4,01/22/2023,01/28/2023,2022-2023,SARS-CoV-2,6771,431,0.0636538178,140926,10190,0.07,01/25/2025,202304-SARS-CoV-2
202304,4,01/22/2023,01/28/2023,2022-2023,Seasonal Coronaviruses,1347,74,0.0549368968,30607,669,0.02,01/25/2025,202304-Seasonal Coronaviruses
202305,5,01/29/2023,02/04/2023,2022-2023,Adenovirus,1005,40,0.039800995,22151,730,0.03,02/01/2025,202305-Adenovirus
202305,5,01/29/2023,02/04/2023,2022-2023,Human Metapneumovirus,1007,47,0.046673287,22553,262,0.01,02/01/2025,202305-Human Metapneumovirus
202305,5,01/29/2023,02/04/2023,2022-2023,Influenza,4606,20,0.0043421624,104546,12144,0.12,02/01/2025,202305-Influenza
202305,5,01/29/2023,02/04/2023,2022-2023,Parainfluenza,1472,20,0.0135869565,31630,927,0.03,02/01/2025,202305-Parainfluenza
202305,5,01/29/2023,02/04/2023,2022-2023,RSV,3443,42,0.012198664,79550,6313,0.08,02/01/2025,202305-RSV
202305,5,01/29/2023,02/04/2023,2022-2023,Rhinovirus/Enterovirus,1005,188,0.1870646766,22330,3561,0.16,02/01/2025,202305-Rhinovirus/Enterovirus
202305,5,01/29/2023,02/04/2023,2022-2023,SARS-CoV-2,6685,459,0.0686611818,147611,10649,0.07,02/01/2025,202305-SARS-CoV-2
202305,5,01/29/2023,02/04/2023,2022-2023,Seasonal Coronaviruses,1470,94,0.0639455782,32077,763,0.02,02/01/2025,202305-Seasonal Coronaviruses
202306,6,02/05/2023,02/11/2023,2022-2023,Adenovirus,1091,56,0.0513290559,23242,786,0.03,02/08/2025,202306-Adenovirus
202306,6,02/05/2023,02/11/2023,2022-2023,Human Metapneumovirus,1093,61,0.0558096981,23646,323,0.01,02/08/2025,202306-Human Metapneumovirus
202306,6,02/05/2023,02/11/2023,2022-2023,Influenza,4475,40,0.0089385475,109021,12184,0.11,02/08/2025,202306-Influenza
202306,6,02/05/2023,02/11/2023,2022-2023,Parainfluenza,1507,24,0.0159256802,33137,951,0.03,02/08/2025,202306-Parainfluenza
202306,6,02/05/2023,02/11/2023,2022-2023,RSV,3337,38,0.0113874738,82887,6351,0.08,02/08/2025,202306-RSV
202306,6,02/05/2023,02/11/2023,2022-2023,Rhinovirus/Enterovirus,1091,193,0.1769019248,23421,3754,0.16,02/08/2025,202306-Rhinovirus/Enterovirus
202306,6,02/05/2023,02/11/2023,2022-2023,SARS-CoV-2,6510,418,0.0642089094,154121,11067,0.07,02/08/2025,202306-SARS-CoV-2
202306,6,02/05/2023,02/11/2023,2022-2023,Seasonal Coronaviruses,1505,127,0.0843853821,33582,890,0.03,02/08/2025,202306-Seasonal Coronaviruses
202307,7,02/12/2023,02/18/2023,2022-2023,Adenovirus,1090,51,0.0467889908,24332,837,0.03,02/15/2025,202307-Adenovirus
202307,7,02/12/2023,02/18/2023,2022-2023,Human Metapneumovirus,1101,75,0.068119891,24747,398,0.02,02/15/2025,202307-Human Metapneumovirus
202307,7,02/12/2023,02/18/2023,2022-2023,Influenza,4496,26,0.0057829181,113517,12210,0.11,02/15/2025,202307-Influenza
202307,7,02/12/2023,02/18/2023,2022-2023,Parainfluenza,1617,34,0.0210265925,34754,985,0.03,02/15/2025,202307-Parainfluenza
202307,7,02/12/2023,02/18/2023,2022-2023,RSV,3183,19,0.0059692114,86070,6370,0.07,02/15/2025,202307-RSV
202307,7,02/12/2023,02/18/2023,2022-2023,Rhinovirus/Enterovirus,1090,186,0.1706422018,24511,3940,0.16,02/15/2025,202307-Rhinovirus/Enterovirus
202307,7,02/12/2023,02/18/2023,2022-2023,SARS-CoV-2,6217,391,0.0628920701,160338,11458,0.07,02/15/2025,202307-SARS-CoV-2
202307,7,02/12/2023,02/18/2023,2022-2023,Seasonal Coronaviruses,1606,120,0.0747198007,35188,1010,0.03,02/15/2025,202307-Seasonal Coronaviruses
202308,8,02/19/2023,02/25/2023,2022-2023,Adenovirus,1053,49,0.0465337132,25385,886,0.03,02/22/2025,202308-Adenovirus
202308,8,02/19/2023,02/25/2023,2022-2023,Human Metapneumovirus,1058,106,0.1001890359,25805,504,0.02,02/22/2025,202308-Human Metapneumovirus
202308,8,02/19/2023,02/25/2023,2022-2023,Influenza,4281,26,0.0060733473,117798,12236,0.10,02/22/2025,202308-Influenza
202308,8,02/19/2023,02/25/2023,2022-2023,Parainfluenza,1487,28,0.0188298588,36241,1013,0.03,02/22/2025,202308-Parainfluenza
202308,8,02/19/2023,02/25/2023,2022-2023,RSV,3140,24,0.0076433121,89210,6394,0.07,02/22/2025,202308-RSV
202308,8,02/19/2023,02/25/2023,2022-2023,Rhinovirus/Enterovirus,1053,152,0.1443494777,25564,4092,0.16,02/22/2025,202308-Rhinovirus/Enterovirus
202308,8,02/19/2023,02/25/2023,2022-2023,SARS-CoV-2,5962,453,0.0759812144,166300,11911,0.07,02/22/2025,202308-SARS-CoV-2
202308,8,02/19/2023,02/25/2023,2022-2023,Seasonal Coronaviruses,1482,95,0.0641025641,36670,1105,0.03,02/22/2025,202308-Seasonal Coronaviruses
202309,9,02/26/2023,03/04/2023,2022-2023,Adenovirus,1091,44,0.0403299725,26476,930,0.04,03/01/2025,202309-Adenovirus
202309,9,02/26/2023,03/04/2023,2022-2023,Human Metapneumovirus,1094,138,0.126142596,26899,642,0.02,03/01/2025,202309-Human Metapneumovirus
202309,9,02/26/2023,03/04/2023,2022-2023,Influenza,4470,22,0.0049217002,122268,12258,0.10,03/01/2025,202309-Influenza
202309,9,02/26/2023,03/04/2023,2022-2023,Parainfluenza,1628,33,0.0202702703,37869,1046,0.03,03/01/2025,202309-Parainfluenza
202309,9,02/26/2023,03/04/2023,2022-2023,RSV,3226,31,0.0096094234,92436,6425,0.07,03/01/2025,202309-RSV
202309,9,02/26/2023,03/04/2023,2022-2023,Rhinovirus/Enterovirus,1091,158,0.1448212649,26655,4250,0.16,03/01/2025,202309-Rhinovirus/Enterovirus
202309,9,02/26/2023,03/04/2023,2022-2023,SARS-CoV-2,6055,416,0.0687035508,172355,12327,0.07,03/01/2025,202309-SARS-CoV-2
202309,9,02/26/2023,03/04/2023,2022-2023,Seasonal Coronaviruses,1625,96,0.0590769231,38295,1201,0.03,03/01/2025,202309-Seasonal Coronaviruses
202310,10,03/05/2023,03/11/2023,2022-2023,Adenovirus,1169,59,0.0504704876,27645,989,0.04,03/08/2025,202310-Adenovirus
202310,10,03/05/2023,03/11/2023,2022-2023,Human Metapneumovirus,1171,132,0.1127241674,28070,774,0.03,03/08/2025,202310-Human Metapneumovirus
202310,10,03/05/2023,03/11/2023,2022-2023,Influenza,4358,21,0.0048187242,126626,12279,0.10,03/08/2025,202310-Influenza
202310,10,03/05/2023,03/11/2023,2022-2023,Parainfluenza,1681,34,0.0202260559,39550,1080,0.03,03/08/2025,202310-Parainfluenza
202310,10,03/05/2023,03/11/2023,2022-2023,RSV,3132,17,0.0054278416,95568,6442,0.07,03/08/2025,202310-RSV
202310,10,03/05/2023,03/11/2023,2022-2023,Rhinovirus/Enterovirus,1169,157,0.1343028229,27824,4407,0.16,03/08/2025,202310-Rhinovirus/Enterovirus
202310,10,03/05/2023,03/11/2023,2022-2023,SARS-CoV-2,6047,333,0.0550686291,178402,12660,0.07,03/08/2025,202310-SARS-CoV-2
202310,10,03/05/2023,03/11/2023,2022-2023,Seasonal Coronaviruses,1679,67,0.0399047052,39974,1268,0.03,03/08/2025,202310-Seasonal Coronaviruses
202311,11,03/12/2023,03/18/2023,2022-2023,Adenovirus,971,42,0.0432543769,28616,1031,0.04,03/15/2025,202311-Adenovirus
202311,11,03/12/2023,03/18/2023,2022-2023,Human Metapneumovirus,977,108,0.110542477,29047,882,0.03,03/15/2025,202311-Human Metapneumovirus
202311,11,03/12/2023,03/18/2023,2022-2023,Influenza,3836,26,0.0067778936,130462,12305,0.09,03/15/2025,202311-Influenza
202311,11,03/12/2023,03/18/2023,2022-2023,Parainfluenza,1484,44,0.0296495957,41034,1124,0.03,03/15/2025,202311-Parainfluenza
202311,11,03/12/2023,03/18/2023,2022-2023,RSV,2565,30,0.0116959064,98133,6472,0.07,03/15/2025,202311-RSV
202311,11,03/12/2023,03/18/2023,2022-2023,Rhinovirus/Enterovirus,971,138,0.1421215242,28795,4545,0.16,03/15/2025,202311-Rhinovirus/Enterovirus
202311,11,03/12/2023,03/18/2023,2022-2023,SARS-CoV-2,5238,275,0.0525009546,183640,12935,0.07,03/15/2025,202311-SARS-CoV-2
